,count
这不是有个阻手吗？,2
省流 单买m4即可,2
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
我买完就嗷嗷后悔,2
骇灵比幻影更好用,2
恶灵手感也好,2
就是cs里的mp5…,2
早买早享受，晚买享折扣,2
一共几百的东西 左顾虑右顾虑 电工钳3.0要等到大半年以后,2
光线,2
送的飞快,2
acr,2
阳光彩虹小白马,2
对面Raze:真实的物理引擎,2
外观个人觉得也老帅了,2
我本来觉得这种素皮我不可能买，我喜欢爱国者那种炫的，然后用朋友的就猛杀，然后我就入了。。,2
这个刀是最不容易腻的一把蝴蝶刀,2
蝴蝶老祖，给我整笑了,2
因为港服不到200  国服售价翻三倍  宰傻子呢,2
ddpat是吧,2
csgo，启动！,2
我最喜欢砰砰,2
最没有争议的一集,2
只要100美元，你猜国服多少钱,2
?????,2
bgm起！,2
没毛病！,2
中国人有了中国人自己的火男,2
起飞~,2
怪得很,2
我吃吃吃,2
苍蝇头，你们懂的,2
没有握把根本玩不了一点,2
《你的队友》,2
你看他笑得多开心,2
昨天晚上就碰到gua了,2
男～孩～别哭～,2
蜘蛛侠：什么东西迷我一眼,2
白天睡觉,2
大家看到了，是对面先开的,2
游戏结束后 对面：你的挂多少钱 在哪买的,2
已经结束了,2
买了买了,2
爷们要战斗,2
太帅啦,2
未转变者,2
只能说这枪你不上手根本不知道手感又多好,2
m4直接入了，蝴蝶刀等黑市,2
喜欢恶鬼,2
也是一种特色,2
对面的高手,2
《整根握住了》,2
我老婆,2
期待马脸火男,2
一拖四,2
不看了,2
黑梦是土耳其人,2
泰裤辣！,2
芜湖,2
damedane,2
猝不及防！,2
这样子剪？,2
我不怕谁嘲笑我极端,2
太假啦,2
这个英雄真的是上限无限高呢,2
S属性大爆发,2
gpw大手玩家感觉太小了,2
逆天镭兹,2
说的就是我了呜呜,2
这是真的,2
键盘能用就行,2
gpw满足一切玩家,2
我朋友就是高敏我低敏，有时候侧面后面来人我转身慢他还说我，说低敏就是不行。。,2
《入门》,2
爱莉！,2
这是后摇吧,2
封面看力了,2
You are powerless,2
又烂又慢,2
铠宙直呼内行,2
明明要150块,2
封面？？,2
佛博乐,2
就离谱,2
攻速削过的 以前和警长那么快,2
他们彻底完辣（震声,2
真的丑,2
需要他的减速效果的话可以不收,2
新手玩钱包，当没有猎头手枪这个技能就行,2
你最好说的是技能,2
迪迦！,2
寸什么？,2
这个用来完成任务贼好用，使用技能，购买技能,2
国服配音真不行,2
除了芮娜,2
你能五杀就是行，适合自己就是好，都有高手的,2
干嘛？我502模具舒服，还锻炼身体,2
这游戏低敏肯定可以啊,2
哈哈哈欧门看了一眼,2
为什么omen不能排第二,2
省流：八个夜露,2
face your fear！,2
球球上大号说话,2
眼,2
全自动独头判官,2
这个整齐的转头好好笑,2
啊？你比我还慢搞这个？,2
狗都不玩,2
我超原,2
prx：？,2
刘邦,2
no,2
太逆天了,2
机器人,2
确实挺不错的,2
bobo,2
封面很有说法,2
省流：推荐新手玩,2
钱包（抢答）,2
叫k神！,2
国服还没有,2
白银队友：不听不听，王八念经,2
同款手腕茧子,2
从客观角度上来讲，刨除个人因素，高敏上限是更高的,2
有练枪软件可以测自己的灵敏度,2
h,2
那叫后摇,2
这样扭真可以躲伤害？,2
什么鬼叫,2
像个屁,2
裂变峡谷好似,2
这么抽象,2
太棒了,2
设定里sage每在阿尔法地球复活一个人就要夺取欧米茄地球的一个生命,2
《我阐释你梦想》,2
他还是那么喜欢藤原千花,2
这两个地图好删，阴间地图，就是搞不明白为什么刚出就删了,2
精彩,2
幻影魅力时刻,2
点里的箱子上,2
"yo,my，有时候会说you are my goat，就跟牛B一个意思",2
没错，所以它是T0奥丁皮,2
思路很清晰,2
小裂空,2
监控室大爷日常,2
经典哈哈哈哈哈哈哈哈哈哈,2
深海遗珠,2
我的？,2
我在b包点里面小房间,2
这皮肤加特林啊,2
因为KO 有大了，如果全部放一起自己在A的话，所有班线都失效了,2
欧·亨利式结局,2
集市架警家过点,2
想到了我们亲爱的王举人哈哈哈,2
我会放小鸡,2
打猎枭探测箭,2
可惜,2
雷击,2
绝活,2
门牛犬 笑嘻了,2
门牛犬笑不活了,2
你最好说的是眼,2
卡了？,2
你不是播使命召唤吗,2
我玩这个狙就没杀过人,2
现在比眼小啦,2
被削弱好多啊啊啊啊啊,2
每日大黄风(1/1),2
杀人犯是高起墙,2
ko一来直接缴械,2
出院！,2
空降成功感谢指挥部,2
半藏玩家狂喜,2
好开,2
不如高能英雄,2
老夫子,2
国服玩家魅力时刻,2
保安狂喜,2
士兵76,2
可以的拳头又搞黄一款游戏,2
bgm好评,2
？！,2
tamd主理人傻了,2
空降01：35,2
你买的起r点吗,2
《门牛犬》,2
是斗牛犬！,2
ak黑武士,2
你家永劫无间第一人称,2
他出了一个名刀司命！,2
俄罗斯人都挺喜欢这样说的,2
沉默.jpg,2
Dip,2
败犬,2
i am...,2
来难绷,2
单纯无语罢了咋就喊个baby就gay了,2
这个真绷不住,2
这段只是说霓虹用特别老土的语言加上baby让其他四个人无语,2
芮娜是狗？！？！？啊,2
说不定可以躲爆头线,2
有点像国人,2
单打一枪秒，这叫狙,2
我们夜戮玩家是这样的,2
可以，但是是有逻辑的，你在别人眼里不只是转圈，还有小范围移动，我记得这次职业赛上有个炸弹妹被偷那个旋转跳就离谱，华尔兹，而且他还不是第一次这样做，还有个jett的,2
对面视角你就是没动,2
这霓虹是个gay，喊男的baby,2
夜戮现状,2
peek毁了瓦罗兰特,2
好高的码率,2
打不中头,2
&lt;顺直人是什么  你又是哪位？,2
Im rotating,2
这表情太可爱了哈哈哈哈哈哈,2
有弹仓，是判官,2
夜戮切技能就像杂耍一样,2
我是大明星,2
有脏东西过去了,2
垫还噗噗,2
真就什么都lgbt咯 什么顺直人,2
dio,2
我的小鸡也打死过人,2
王德法,2
国外男对男只会说guy或者bro，说baby就是gay啊,2
我靠,2
我玩短喷，近距离，准心全覆盖，两枪打不死,2
这样可以拉头线,2
脑袋疯狂在动，爆头几率小一点,2
感觉玩炸弹美需要勇气和想象力,2
什么？,2
防打头啊,2
eva8加小帮手，傲慢配枪,2
帅得一批,2
防爆头,2
这样扭至少不容易被打头,2
可以躲爆头,2
起码不能爆头,2
永劫无间？一年不玩了怎么出枪了,2
跟枪不好的话确实 不然挺不建议这么扭的毕竟移动距离也不长,2
错误的，欧门也很恶心,2
（永劫无间）,2
镜头感很强,2
盖伦,2
正常男人 不会说baby 所以他们都投降了,2
不可以，对面马了,2
当你只会画眉眼be like,2
奇招，能把对面笑到双手脱离键盘,2
这是什么power,2
你懂什么，这是夜露的技能5,2
自动摸屁股,2
但仔细看这幅画居然每个人视角里看到的都不一样，真的会变化的,2
好可爱的队友ww,2
这什么东西过去了,2
赏心悦目,2
自产自销小车,2
感觉枪男用KO都好厉害,2
注意！你的枪得够硬 不然会被队友阳骂,2
一听到这歌就想起猛男蹦哒了。,2
但凡你去练枪而不是在这儿但凡,2
cypher,2
近点大拉没打到也能理解,2
好强,2
《判官》,2
测试外挂也是测试的一部分是吧,2
但凡哥又来了,2
神仙都难进两把喷子守的门,2
死斗启动！,2
什么哼哈二将,2
狙错人了,2
是在说这个霓虹是labt那种人吧,2
5杀不给哥们看是吧,2
你夸人的时候为什么非得加个虽然？,2
出现了战斗奶妈,2
这也行？？？？,2
斩首行动,2
真能躲伤害，因为很多人习惯性点头，,2
p5的bgm！,2
是啥比～,2
虽然剪辑。但是定位和预秒都很好,2
可以让对面瞄不到头,2
捷提狙这么马,2
但凡我能有这枪法,2
子弹不一定能躲，躲爆头挺行的反正,2
这个冰墙后面过不去吧，这奶妈在想啥啊,2
啊？幽影原来不是决斗啊,2
CSgo转瓦的机器人最舒服,2
可惜我没有这技术,2
wc炫狗,2
小美你！,2
这判官什么皮肤,2
第一个就没绷住,2
青铜白银可能没用，段位高点这游戏基本都是点头，左右晃真有用,2
gay里gay气,2
其实小鸡爆不爆头伤害都一样,2
高射炮打蚊子,2
我看了第二遍才反应过来,2
yuro经典连招,2
老白男当街和一黑人年轻女子****,2
我超，炫狗,2
cringe,2
你说你蹲下来干嘛（doge）,2
这就是街舞doge,2
次元斩,2
没懂,2
你都选择自己当大哥了，枪不硬怎么玩,2
但在没有捷提和炸弹妹的情况下，欧门可以作为一突,2
此时一位靓仔打开了游戏,2
欧门可以当半个一突,2
大伙调侃调侃而已，欧门一突不太行,2
好好好，你先开的,2
幽默黑梦，队友都快到bc连接了往天堂给眼,2
说实话这个背闪 go老玩家了,2
这不就是决斗吗,2
简单的几何学,2
骗对面自己钻进死点了,2
卢布朗,2
如果是我可能会去b大架CT kj好像也没搜b大,2
这波拯救世界,2
卧槽，众拉,2
雷云阵型！小子！,2
你我兄弟其上！岂有一合之将！,2
我们意念合一！,2
还神仙队友，都5打1了你不冲？,2
我们意念合一,2
纯免费：指150,2
神仙队友对面,2
最后一个了找他刀他刀他,2
五杀ace不给兄弟们看看？,2
csgo不是手游吗,2
这个游戏地图确实感觉蛮阴间，有些点不探出整个身位根本搜不干净,2
dyi,2
不知道这次通行证开服会不会更换,2
原来XDD真是这个ID阿，今天遇到他了,2
有点猛,2
？弹舌本来外服就有啊,2
你甜,2
对不起，我错了！,2
正式712,2
rui娜,2
男女保安，斯凯，盖克都挺适合新手的，烟的话就欧门炼狱，不推荐新手玩决斗,2
什么艾许,2
烟位还是算了，理解不到位很坑的,2
《整理遗容遗表》,2
众,2
问题来了，按什么样的顺序击杀他们赢面更大,2
虚空转,2
这就是我们热血沸腾的组合技,2
谁家Tom？,2
因为这把ko也有大招,2
应该是对面ko有大把,2
这是nats在ko有大招情况下保安的打法,2
喝茶看监控,2
次次开大秒死,2
标配撕大狙比步枪好用,2
前方注意减少音量,2
三点打中间,2
凯撒小队,2
蒂罗换成霓虹将绝杀,2
让你见识一下我们的羁绊,2
妖精的尾巴,2
这三个枪线无敌了,2
雷 云 阵 势,2
我们联合！,2
对面哨卫：哦！这该死的安全感,2
先打钢索，再打雷兹，最后打捷风,2
云蝠阵,2
妈耶好帅,2
暴风赤红,2
这阵容防守阵容当进攻方打,2
B口一个赛迦奥特曼！！！,2
这个枪为什么在左边,2
瓦脚步太糊了,2
乔布斯,2
天火降临！！！,2
一样，而且这个打头的手感很好,2
我曾经一个人养活一个队,2
有没有可能所有特工开大都有语音提示,2
你不了解马服,2
麦当劳员工,2
很喜欢ko的一句话：U R powerless！,2
《万众倾倒》,2
内测两个目的：1.测试鉴挂系统稳定性和力度性2.充值比例试探玩家底线,2
匪家听警家hhh,2
想吃疼训直播合同啊？想屁吃吧你，也就pubg低能平台看不出开挂了,2
这把狙最开始敏捷和鸟狙一样的,2
吧这人封杀了,2
能打死人玩哪个都好玩,2
没有弹道，随机的,2
以前是两个传送点吧,2
懂了，飞机是本体,2
cs都有人喷了？现象级游戏、开山鼻祖系列也喷，国内这网络环境真的差，喷子一堆,2
不如cs一根，cs的goat天天直播玩的不想下播,2
传说开头,2
我也出来了,2
nats最爱,2
那个地上的标是干嘛的呀,2
好是好，但新手烟位都不知道，玩烟纯坐牢,2
真的准啊,2
fps原神只能是csgo,2
穿越了,2
这队友真能指挥啊、,2
经典不带包,2
看到这才知道为什么对面的钱包有两幅打扮,2
有钱给队友发枪,2
小代就喜欢玩这个,2
这tp一般都是跑路用,2
我就是这样的，每次放了tb，然后用不到就死了,2
KO：说得对但是你把你枪给我交了,2
可是不喷出去真的好吗,2
就一发 打完直接T走,2
关于黄马甲，我还以为对面有皮肤,2
这个需要你镜头能秒速拉回你的眼的位置,2
简称：慢狙,2
原来这个条是干这个的,2
?不对劲,2
我现在已经转瓦上头了,2
烬,2
如果配合切猎头射速还能更快一点,2
寸……止？,2
h这人好帅啊,2
喜欢我的机器人吗？,2
150块呢，不免费,2
那个拉栓动作像机要特工,2
黄马甲这个我才知道,2
“想玩是吧，我奉陪（doge）”,2
特工喜欢把招式喊出来怎么了,2
残局指挥真的烦，干扰听觉臭显摆,2
收拾破烂回a咯,2
这一下看出来是按住开镜了,2
这sova身位真恐怖,2
先锋专精！,2
以前太离谱了，a点b点来回tp，所以砍了一个传送,2
这里为什么要背对着呢？,2
奥丁！,2
点里,2
快睡着了给我叫醒了,2
我猜对了,2
fake banana哈哈哈,2
大ct图双保安进攻7分 对面直接点了得了,2
B大,2
近距离拜年打法是真难打,2
一上来就看到nats和fakeananas甜蜜双排,2
他抬头瞄的位置是敌方可以射的探测箭点位,2
没削之前打腿一枪死，射速和鸟狙一样,2
大家都有连招捏,2
和k神啦啦啦一样,2
（   ）毁了无畏契约！,2
糯了,2
这个绕后太狂野了,2
nats很喜欢说yo my yo 跟ayaya,2
鼠标灵敏度变慢了,1
国服有这皮肤吗,1
做梦,1
比赛热度确实。不高,1
保安在干嘛？,1
apex玩家绷不住了,1
cs2无敌,1
证明手雷算体积的,1
反应还是有点慢,1
我一直打go，刚开始打瓦就这样,1
中路一个亚瑟摩根,1
这死斗很正常啊，天天吹港服，我打港服死斗也没见你这帮飞舞秒我啊，连个超凡都上不去天天往自己脸上贴金,1
弹幕都是神话wow,1
和我刚玩这游戏一样的枪法，因为我是csgo玩家,1
刚刚还是国际服，现在是国服,1
死斗不能一直往前冲,1
育苗急停爆头线这几样,1
冲这句给你点了哈哈哈哈,1
确实感觉吹得太过了。打两把卸载了,1
拳头我已经不看好他了抄完刀又抄gogo,1
apex那个在线数自己看看再说好吧,1
打脸，哈哈哈哈哈,1
《没杀创新》,1
《没啥创新》,1
原神：你吗,1
已经上头了这游戏,1
堡垒之夜没版号呀,1
cslike,1
你说得对，但是他火了,1
没创新？,1
已经超了200万日活虽然不高，无奈csgo实在国内没几个人。,1
少放屁，当时我周边巨多玩堡垒的，堡垒国服的版号一直拿不到有什么好说的,1
说得好 但他火了,1
中国肯定没有cs联赛，而瓦已经在吃中国队红利了，未来就是比cs好,1
个人感觉瓦融合了守望先锋和CS的玩法,1
原啊,1
笑死了，又想起当时有人问怎么打开吃鸡启动器的搞笑问题,1
